Date,Open,High,Low,Close,Adj Close,Volume
2021-11-08,233.000000,235.649994,228.750000,234.550003,234.550003,53880144
2021-11-09,235.000000,247.949997,234.649994,241.899994,241.899994,103894620
2021-11-10,241.399994,241.399994,236.300003,237.000000,237.000000,47845906
2021-11-11,237.500000,241.300003,235.550003,239.750000,239.750000,50433666
2021-11-12,242.000000,242.399994,236.000000,239.850006,239.850006,42038250
2021-11-15,241.850006,244.000000,239.300003,241.649994,241.649994,32578602
2021-11-16,242.149994,247.649994,241.500000,244.500000,244.500000,47776299
2021-11-17,244.500000,252.500000,243.000000,249.899994,249.899994,58883464
2021-11-18,250.399994,252.050003,232.449997,237.100006,237.100006,82052417
2021-11-22,238.399994,238.399994,224.000000,227.649994,227.649994,62459802
2021-11-23,223.949997,238.000000,222.199997,236.949997,236.949997,61158286
2021-11-24,240.000000,246.699997,237.300003,238.550003,238.550003,67847218
2021-11-25,239.449997,244.399994,234.000000,242.800003,242.800003,51777691
2021-11-26,238.000000,240.300003,225.750000,227.350006,227.350006,80108784
2021-11-29,226.000000,226.750000,213.250000,218.649994,218.649994,83187881
2021-11-30,221.949997,228.250000,213.100006,216.800003,216.800003,222571262
2021-12-01,220.000000,227.300003,215.000000,225.199997,225.199997,67127202
2021-12-02,230.449997,230.449997,221.199997,226.399994,226.399994,78572738
2021-12-03,226.800003,228.300003,224.350006,225.600006,225.600006,48145736
2021-12-06,225.600006,226.600006,220.100006,220.850006,220.850006,34399066
2021-12-07,224.000000,227.750000,222.750000,226.449997,226.449997,36287629
2021-12-08,228.000000,230.800003,227.000000,229.399994,229.399994,30348053
2021-12-09,229.899994,230.899994,226.800003,227.699997,227.699997,23516676
2021-12-10,226.399994,229.899994,225.399994,228.000000,228.000000,26363105
2021-12-13,230.100006,236.500000,229.000000,230.250000,230.250000,40382575
2021-12-14,230.000000,230.000000,225.500000,229.050003,229.050003,24698002
2021-12-15,229.000000,232.399994,227.050003,227.850006,227.850006,20127541
2021-12-16,229.800003,230.050003,219.149994,221.899994,221.899994,40645402
2021-12-17,222.699997,222.699997,214.000000,215.800003,215.800003,38813929
2021-12-20,210.500000,211.949997,202.800003,209.100006,209.100006,47944121
2021-12-21,213.000000,216.250000,209.850006,211.899994,211.899994,33006180
2021-12-22,214.500000,218.699997,213.300003,218.000000,218.000000,21655596
2021-12-23,220.000000,221.250000,217.449997,218.050003,218.050003,16940883
2021-12-24,219.050003,219.449997,214.149994,216.800003,216.800003,18770416
2021-12-27,216.600006,217.750000,213.800003,217.350006,217.350006,15870056
2021-12-28,218.699997,222.199997,218.500000,221.600006,221.600006,19058757
2021-12-29,221.000000,223.250000,218.850006,219.449997,219.449997,14504319
2021-12-30,218.699997,221.000000,217.050003,218.350006,218.350006,14315067
2021-12-31,218.899994,222.000000,218.350006,220.949997,220.949997,12737974
2022-01-03,221.199997,223.899994,216.000000,223.399994,223.399994,19062825
2022-01-04,224.300003,228.250000,221.000000,226.300003,226.300003,32469988
2022-01-05,226.399994,226.550003,223.000000,223.500000,223.500000,17271276
2022-01-06,221.449997,229.800003,219.500000,228.449997,228.449997,27537005
2022-01-07,230.300003,232.850006,227.100006,229.800003,229.800003,34595209
2022-01-10,230.949997,233.449997,230.399994,231.750000,231.750000,22061859
2022-01-11,233.000000,236.699997,231.800003,233.100006,233.100006,25489182
2022-01-12,234.899994,239.649994,234.500000,237.750000,237.750000,32665403
2022-01-13,239.000000,246.699997,236.500000,245.300003,245.300003,50250827
2022-01-14,243.699997,248.500000,242.500000,244.399994,244.399994,36940487
2022-01-17,245.899994,249.250000,245.000000,247.850006,247.850006,25339181
2022-01-18,250.000000,250.600006,237.800003,239.100006,239.100006,30408196
2022-01-19,239.000000,249.699997,236.050003,248.500000,248.500000,36751594
2022-01-20,250.000000,252.149994,245.149994,248.649994,248.649994,35990609
2022-01-21,245.800003,250.800003,238.550003,241.949997,241.949997,35507032
2022-01-24,242.500000,243.850006,226.600006,229.550003,229.550003,43279408
2022-01-25,226.250000,240.850006,223.000000,238.800003,238.800003,39449718
2022-01-27,235.500000,242.350006,232.500000,241.050003,241.050003,35920383
2022-01-28,244.699997,250.000000,242.850006,244.050003,244.050003,34523855
2022-01-31,247.949997,249.550003,245.300003,246.050003,246.050003,24939671
2022-02-01,249.500000,256.399994,244.800003,249.850006,249.850006,74185275
2022-02-02,251.899994,255.000000,249.250000,250.600006,250.600006,25162901
2022-02-03,250.550003,254.399994,249.300003,252.850006,252.850006,27724870
2022-02-04,253.800003,257.899994,253.000000,254.350006,254.350006,39309420
2022-02-07,255.500000,256.700012,250.550003,251.800003,251.800003,32770930
2022-02-08,252.500000,253.600006,232.600006,234.850006,234.850006,82053977
2022-02-09,236.699997,238.899994,232.600006,238.000000,238.000000,35604075
2022-02-10,238.500000,244.500000,234.100006,241.300003,241.300003,55153254
2022-02-11,240.000000,242.050003,230.199997,232.300003,232.300003,36050888
2022-02-14,226.000000,226.850006,216.000000,220.500000,220.500000,38301829
2022-02-15,222.750000,231.750000,218.800003,230.399994,230.399994,36314556
2022-02-16,233.399994,236.899994,230.100006,231.350006,231.350006,35144286
2022-02-17,233.350006,233.850006,227.000000,227.750000,227.750000,23381354
2022-02-18,227.000000,230.000000,224.649994,225.750000,225.750000,18717812
2022-02-21,224.000000,227.649994,222.250000,225.000000,225.000000,24657963
2022-02-22,218.000000,224.850006,217.300003,222.649994,222.649994,29360421
2022-02-23,226.000000,226.800003,220.350006,221.199997,221.199997,23583042
2022-02-24,213.000000,216.149994,203.250000,204.300003,204.300003,60097152
2022-02-25,210.000000,221.300003,209.550003,220.000000,220.000000,52157687
2022-02-28,217.500000,224.350006,214.100006,223.050003,223.050003,35508015
2022-03-02,220.000000,227.250000,218.399994,225.399994,225.399994,28297089
2022-03-03,229.000000,230.550003,225.899994,226.600006,226.600006,22429798
2022-03-04,225.000000,226.449997,220.800003,221.449997,221.449997,22427429
2022-03-07,217.000000,219.699997,212.250000,216.199997,216.199997,23498823
2022-03-08,215.000000,227.800003,214.600006,226.949997,226.949997,41105290
2022-03-09,229.100006,231.199997,226.300003,229.250000,229.250000,25437632
2022-03-10,235.000000,235.850006,229.899994,232.250000,232.250000,25462569
2022-03-11,231.899994,234.250000,230.300003,233.149994,233.149994,18163055
2022-03-14,233.100006,234.649994,230.550003,231.550003,231.550003,12074559
2022-03-15,231.949997,233.300003,225.300003,227.399994,227.399994,16150855
2022-03-16,230.000000,231.699997,229.050003,230.449997,230.449997,12428032
2022-03-17,233.600006,233.949997,231.300003,231.750000,231.750000,16453329
2022-03-21,232.949997,233.399994,227.350006,227.949997,227.949997,12356508
2022-03-22,229.100006,231.899994,226.300003,231.399994,231.399994,14893566
2022-03-23,232.350006,237.449997,231.649994,234.300003,234.300003,29507641
2022-03-24,234.000000,241.000000,232.949997,239.500000,239.500000,31525902
2022-03-25,240.000000,244.300003,239.199997,241.350006,241.350006,24286187
2022-03-28,242.550003,244.000000,237.449997,239.600006,239.600006,14835527
2022-03-29,243.600006,244.899994,238.500000,239.100006,239.100006,20061075
2022-03-30,240.949997,244.899994,237.750000,241.699997,241.699997,22893839
2022-03-31,242.899994,242.899994,237.649994,238.649994,238.649994,13956014
2022-04-01,237.649994,246.350006,237.100006,245.449997,245.449997,25666798
2022-04-04,247.149994,253.550003,246.100006,251.949997,251.949997,39380622
2022-04-05,253.850006,275.250000,252.100006,273.600006,273.600006,94568156
2022-04-06,275.950012,296.500000,273.100006,289.799988,289.799988,227551020
2022-04-07,292.350006,298.049988,276.000000,277.799988,277.799988,151174247
2022-04-08,280.899994,282.799988,273.049988,278.100006,278.100006,64353330
2022-04-11,281.000000,288.450012,280.350006,282.899994,282.899994,47972951
2022-04-12,283.350006,283.350006,271.600006,275.149994,275.149994,44764132
